Error: 122
Actual, FlowId, Expected
3138,2013898593,3066
3108,-1791234754,3081
3105,1531105671,3105
3070,35732702,3006
3050,168809623,2924
3047,911866733,3041
3032,-2086868102,2474
3025,-1713794808,2796
3022,-1724322915,3010
3018,-2010294038,3018
3006,-1997652346,3006
2977,-1723575677,2058
2957,-2051695815,750
2946,1091360013,2938
2931,1962787447,2931
2925,-818094708,2809
2900,-1865047313,2701
2883,-1324826866,2856
2860,-1202761960,2854
2823,1307388005,2673
2817,-1576697722,2811
2802,1457408006,2774
2791,437966721,2791
2787,-1143734557,2775
2775,-1537909846,2772
2770,577645456,2684
2734,-1732701679,2500
2725,43615517,2682
2724,1707243211,2710
2718,-1889894174,2690
2717,-1667546519,2717
2703,-2098582042,2644
2694,-604544018,2510
2689,-619122817,2689
2684,-1779904918,2668
2678,-1996076703,2480
2656,-2085174635,2656
2652,-1124796423,2613
2644,-114973914,60
2627,1885867554,2600
2624,-871933237,2210
2620,-188145682,2620
2614,-989804359,2592
2612,1921371447,1294
2600,-1901374503,2591
2584,1053313992,2584
2565,-416129033,2537
2535,1833996849,2427
2530,-1574840207,2497
2529,331376146,2512
2528,-1629457938,1680
2522,-1557127627,736
2511,-734369138,2352
2510,406272111,2510
2505,-547153370,2484
2502,1765490095,1749
2493,791221786,2480
2486,638522289,2182
2479,-621549007,2302
2463,-2146759162,2454
2461,-827203419,2042
2453,25883314,2453
2453,-817264767,2453
2441,-972995385,1856
2439,-1770906787,2362
2431,-1826227874,2254
2426,-13732433,2410
2426,-540093490,2418
2419,-1053464382,843
2404,-1298221283,2389
2402,1985824712,1764
2388,1239158103,18
2388,8786439,66
2376,1373834612,2156
2369,2080638387,2359
2356,-1106087293,2352
2353,-1465628350,2296
2342,-1480428913,1366
2314,1669669709,2
2303,-1011991326,2297
2297,-1182265181,1070
2290,1799072944,2278
2280,-987131839,2268
2276,-257774069,2276
2275,1719603591,13
2275,-535734725,2218
2274,879193585,2256
2268,745979258,2240
2264,-2110262952,2244
2261,-968324181,2140
2249,1436198350,2247
2247,2127455415,2156
2238,-1752856676,2078
2233,-1687889242,275
2222,-1881050496,2216
2222,1590155110,2142
2215,-1146547211,1254
2213,-1794777907,2211
2210,-101009016,2208
2197,-1659252326,602
2191,-787427568,2049
2167,-345571022,2030
2164,224765323,2134
2158,-1180059348,1408
2155,1317649714,2129
2151,-772978882,2124
2151,-1326796498,27
2151,-1696127298,1996
2142,-957088257,1936
2141,-11623840,2114
2140,507844416,2130
2139,2065846009,1866
2137,-1309644860,2127
2126,660764993,2124
2120,-1383908046,1532
2096,-1808322280,1941
2091,684382287,2
2077,-914881403,2063
2077,623225396,1820
2076,303202545,2067
2073,1250944866,1727
2070,-2108274237,2
2070,1593845439,646
2064,-350057454,2064
2059,-1156520595,2041
2040,1120564799,1680
2040,-1140133206,1806
2028,-559851589,2009
2025,1838154502,2002
2020,2037093635,1939
2013,-1766564043,624
2000,367493682,1994
1999,1269675061,1992
1997,-225264162,1982
1990,1322258091,1952
1984,1942574289,610
1983,1529957460,1368
1971,-1829360625,1384
1967,-2011828245,1902
1962,-115786432,1960
1956,-2028246287,1941
1952,-171246387,1952
1948,-1817734951,1940
1939,-1314744706,1860
1932,-2031062906,1804
1930,754274006,1930
1923,449236047,1886
1905,-1441142901,810
1903,1242786554,1464
1889,2119490263,1889
1887,2014598251,503
1886,1147662155,1880
1880,-1137665489,1648
1876,-832573337,1820
1876,1545195842,1824
1868,1844615241,1222
1848,143844626,1820
1839,-756665060,1482
1837,-117207932,1706
1835,-1296613836,1559
1832,1396930997,1790
1831,-1105526735,1814
1829,-147180974,1605
1827,1565571980,6
1820,1364991130,1776
1820,1018786752,320
1820,-1063613543,1106
1818,-1993982308,1798
1818,524024533,1778
1816,-1302147381,603
1814,-1475070582,20
1814,789075964,1774
1813,2202195,1788
1800,-31468168,1098
1795,280582829,1782
1794,916518503,484
1792,-1809103786,1792
1785,-948233889,927
1785,-1647674097,8
1771,-1499123229,1763
1768,-1549055426,1644
1765,231350465,970
1764,456809999,940
1761,-1264570711,1330
1752,-2084196445,122
1751,-307275893,1180
1745,1886952348,10
1742,988725091,238
1741,-489875585,1739
1741,1111088210,1724
1740,1893978116,1686
1736,1102696210,1736
1727,1862057516,1724
1725,-848338279,1692
1715,-649461613,1646
1714,-1873060569,1714
1709,-73390003,1604
1707,1333805339,1699
1706,-1636904794,1704
1705,96275261,771
1703,465346572,13
1702,-1130832528,1141
1701,-154129481,2
1698,-2075175991,1686
1698,191595144,1684
1696,1296189730,34
1696,-521969589,1690
1691,811663992,589
1678,770125553,49
1671,1103101630,1655
1670,1272246358,847
1668,-1931437798,1648
1666,874900284,1664
1656,1551566634,1656
1656,-1413875003,1196
1655,1418228617,684
1654,-1830087507,1498
1650,621409244,1646
1649,1399670546,1613
1646,1746022278,1640
1646,213110043,1644
1644,651733959,1628
1643,-2076404590,1420
1638,797973423,1553
1631,-722849001,1300
1628,1070808577,1544
1625,106920745,1609
1622,-1477764817,1618
1621,1094956605,1485
1615,1469976856,867
1615,-1363305746,588
1614,-327697183,4
1614,1815952873,4
1612,-1888900232,1272
1611,772416961,1599
1607,1321582195,1599
1605,1053598309,1584
1603,505195873,4
1603,-362925423,1597
1602,-286073394,914
1600,-334993833,1600
1588,2076989072,1034
1588,1144234613,1568
1585,231211217,630
1582,1209915031,814
1582,842694197,1546
1577,10916234,4
1569,-253414620,1563
1568,-1432346373,1536
1567,-1959468889,724
1560,-1380352564,1302
1556,933900964,1514
1556,607228676,1540
1553,-1517261933,1508
1549,177285530,1515
1547,-1818140214,555
1544,-268405743,835
1537,-1823346196,1503
1537,163440408,2
1537,-922263592,910
1534,1084954196,594
1530,332336650,1312
1527,1447266808,630
1524,280924425,1524
1519,629448800,1515
1515,979038304,1220
1514,984738786,1512
1512,239295562,1382
1508,521065029,9
1506,-557431975,1374
1505,596480408,237
1503,1442167375,283
1503,1984439367,364
1499,-492158191,16
1498,-1243635605,1498
1498,-1499551748,1453
1496,1392047827,1486
1490,1607189789,383
1483,-1398003882,131
1483,1469428549,1296
1480,1899355495,42
1470,-1034985864,366
1465,1692991351,768
1461,113568448,920
1458,1668325668,1448
1456,-799523132,18
1456,938603308,1296
1455,-623554671,2
1453,1663015717,651
1452,-955268240,1418
1452,782245384,1360
1452,-1956005496,20
1451,224508310,1451
1445,-34500894,1406
1443,1360998501,741
1441,67933411,1231
1441,81684527,1149
1440,-1758741278,1440
1437,1924230107,7
1435,-2014824339,31
1432,-1689323532,1376
1429,-521056088,620
1426,1541143360,216
1426,-341867362,16
1423,-1662783651,1409
1422,-901242618,1362
1422,791492748,1398
1416,741688581,1266
1416,-1409041161,2
1415,-561468843,1326
1406,437301792,845
1405,580342503,2
1404,971218823,1402
1402,-864685508,1360
1399,1026200926,1267
1399,-1826197946,879
1398,-1315748223,1398
1394,-1836127159,1394
1393,1481068645,1381
1392,169269131,1384
1387,1980111263,1387
1386,-834903509,1344
1386,-2049704932,1138
1385,-1099088468,32
1385,-822260369,610
1383,-690969869,1350
1382,1513582685,648
1380,1692906441,868
1380,-1744316013,1324
1378,-1512261133,462
1377,1006677528,1344
1376,-242164649,1376
1373,1393165210,1362
1367,500723495,741
1363,-1738919299,796
1362,-156833198,1356
1361,-1464841118,798
1361,-797324712,954
1360,168911419,20
1358,336907451,1358
1358,1667449033,930
1357,-807650411,1327
1356,-235656855,1356
1352,-599465385,1352
1346,1927733071,1344
1345,658712098,1172
1345,-764322070,1342
1342,1393427762,9
1340,997746639,388
1339,127465162,720
1337,-77208224,796
1334,-1254813233,1316
1332,-15024861,1330
1332,-507204219,4
1330,-1194954539,1290
1327,2049843051,629
1325,1333158316,1299
1325,607206600,10
1324,285527369,1324
1322,1929121926,358
1322,-540525760,597
1321,-1969088210,593
1320,9661243,1320
1312,1393815930,1292
1308,1851495272,6
1306,1112607489,586
1305,320134238,1303
1304,1273150375,600
1300,-553444424,959
1299,884087536,1254
1297,-1841815193,1247
1296,1632381611,1236
1294,-1691082516,1119
1294,-2003993978,1228
1292,2114323112,904
1287,1367786259,8
1287,1009859267,20
1282,403222630,855
1281,415689516,1084
1280,-607376868,1246
1279,1411432324,659
1278,-349081889,571
1278,1964173470,20
1274,-1193479910,1260
1269,2020366934,513
1268,-116874934,1222
1267,210903063,1113
1267,21731535,6
1259,-407500937,4
1258,-2063104878,1128
1255,1930415923,172
1253,1327041966,900
1253,307888190,8
1250,-1410843660,1152
1248,1613614099,802
1248,565060389,944
1246,-1912052265,764
1242,1978167716,1220
1242,-1996098048,1237
1240,563170690,3
1240,-1872686884,20
1239,1675405127,978
1237,1379594600,1013
1236,1960967112,634
1233,603112902,1162
1232,-1089906328,1232
1230,383198191,1147
1226,1775370044,1224
1223,1602031115,1218
1220,-774974042,1034
1220,897138288,3
1218,-1878961198,1216
1216,1188550455,705
1216,2102277226,1116
1216,-2141453760,2
1216,1593443652,516
1214,1163038965,2
1213,-563189959,460
1212,1161112708,1150
1211,1972661651,9
1210,1145782060,854
1210,158250586,1178
1208,-1569610021,7
1208,-920471762,948
1208,-592847893,20
1208,537748263,1168
1206,-921247425,882
1206,-921538345,2
1204,189040711,1204
1203,130076330,158
1199,-1762696225,110
1199,-427712693,540
1199,288130051,4
1199,694901227,1040
1199,1981899959,526
1198,1430707276,909
1198,-202583299,962
1198,-1870453809,1024
1197,-1922025397,10
1196,1715723172,1146
1196,-421591030,1067
1196,1526422822,1168
1196,-29558570,968
1194,-2105823121,1166
1193,-1504691112,633
1192,-740723213,1074
1192,-903739757,6
1192,1428668783,1190
1191,-2019174330,52
1191,-1105113466,453
1190,254304556,682
1190,1224990660,106
1189,-817258255,5
1189,151609028,241
1189,326431764,912
1189,320916460,4
1188,-2056036250,17
1186,-1357186821,1186
1185,2088718177,629
1184,385925340,1141
1184,-724400017,826
1178,-806390269,220
1174,-1062239627,595
1174,-1756299139,577
1174,-636834745,540
1173,1248010572,570
1173,-1897318955,1150
1169,1230929976,1144
1167,1419064907,434
1166,-390533459,1146
1164,1131658927,1162
1164,1216906581,4
1164,468708725,1000
1164,2136761996,1010
1160,1792116269,12
1159,639879257,642
1158,1465509024,962
1156,1870594826,1152
1153,-1664747512,402
1153,-915922422,998
1152,4124567,1152
1150,-1087897409,12
1150,-1813642449,20
1149,-1741344486,16
1149,721716540,1101
1149,-1002354289,1011
1147,1799171856,546
1142,-1459232420,40
1140,1839020815,8
1140,-1568102771,118
1138,-1835360885,896
1136,-569010932,1124
1135,1445500281,1094
1134,-1269234091,1134
1134,1250036417,556
1132,17915889,102
1131,-1558047297,22
1131,1575243731,282
1131,-486528465,20
1130,1482548758,968
1129,-1912510152,1025
1127,1476244628,926
1126,1501423234,2
1123,1016086477,2
1122,1730398749,90
1122,-603544051,508
1121,-455819296,1109
1119,1773194509,652
1118,-1900874941,1114
1118,-437001251,982
1118,-61147982,9
1117,-508676580,619
1116,-890881657,2
1116,889064570,766
1115,600744774,979
1115,-2047870192,13
1115,-1073186779,1111
1115,1496756456,2
1114,90303994,922
1112,-537228148,1076
1112,51036489,1110
1112,2000774498,12
1111,-833233477,237
1111,-1250163294,222
1110,-508483633,942
1109,1624874054,888
1108,-1552164916,266
1107,-1797754899,169
1106,1716522365,1086
1106,826802811,766
1104,1850489202,1102
1102,-32690180,2
1102,-337095571,16
1101,594123407,973
1097,1870002377,5
1093,-901162618,1058
1093,695917496,2
1092,-738547641,894
1092,1858380013,1086
1091,-1838336071,2
1091,-1463743007,1056
1090,1951512810,49
1090,516346146,12
1087,-2002478998,1070
1087,-321317387,845
1087,1336156700,1078
1086,1059109176,4
1086,732912805,110
1083,287458513,928
1082,-1690970673,1074
1082,33079150,324
1078,-1714764582,1073
1078,-367570027,26
1078,730671488,987
1078,-1653486336,2
1078,-1996189992,2
1077,1714013775,21
1077,-700210445,1056
1076,-1820701490,861
1076,1653575721,1062
1076,769551144,3
1073,-1757091759,378
1073,2022630665,20
1072,-1791496938,1072
1069,-1236308489,1046
1069,-577155870,58
1068,1325805394,1045
1067,1138016369,52
1066,1791712472,134
1066,-605163875,1046
1065,695854779,1059
1064,-74175881,1058
1064,-1706012255,823
1064,-666722321,1028
1063,1825386699,765
1063,-1666790492,1040
1062,-340424743,958
1061,1070661671,710
1059,1231860948,2
1056,1215097169,960
1053,2145222408,514
1053,397144992,4
1052,44602605,1034
1050,-1252685482,616
1050,1923806527,882
1050,62004117,408
1050,-315942101,104
1049,1061174600,956
1049,-744183243,830
1048,994935414,1046
1048,-1833238178,964
1047,-1824500,20
1045,674259920,924
1044,351235592,934
1042,1330271696,1036
1041,1973386510,720
1040,1128844210,966
1039,842761064,1031
1039,-909702626,4
1038,-1169189426,389
1038,-2099381660,20
1037,1349909843,8
1036,-400242727,994
1034,1365337741,1027
1034,-1034814569,583
1034,-684400475,931
1034,662753369,1023
1033,681630851,926
1032,-1215236476,552
1032,1484430725,858
1030,640297376,138
1030,-1213626602,580
1030,-1768815276,172
1030,-370590054,984
1030,1597778670,1028
1030,-261211388,848
1030,-2044583966,20
1029,646715509,504
1028,1574706192,978
1028,-841968120,932
1027,1036066485,108
1026,628410743,1016
1026,-1874272533,338
1026,189995952,190
1026,843279902,499
1025,-89571766,94
1025,486545091,1017
1025,-950136289,196
1025,1022069171,304
1024,1516441408,977
1024,333615320,24
1022,-1266885878,550
1022,-1127038277,416
1022,-25586450,1022
1022,1362931260,8
1020,269444807,1004
1020,878315576,859
1020,-496281266,7
1019,1363143894,961
1018,-1296094183,992
1018,975854509,28
1017,1672502748,4
1015,-996733815,2
1014,-1609351972,1010
1014,-531546088,2
1014,-137693533,4
1014,-583657688,1012
1013,322521454,816
1011,1959564176,214
1011,442018112,293
1011,1632073079,10
1010,-744983446,864
1009,-1402158028,850
1009,-1638543687,989
1008,-229582097,678
1008,-539333576,996
1007,1082942221,912
1006,1928155684,941
1006,-1676965416,920
1006,-505471977,942
1005,-1136054056,989
1004,-293229723,20
1002,1491891783,1000
1001,1567276139,998
999,-23198111,762
998,1144421092,984
998,1942441050,996
998,-676463576,701
998,1947699149,2
998,-417979991,996
998,-1724474524,998
998,410135293,936
997,-1675800161,963
997,1907099577,510
994,-392708727,994
994,-68442634,994
993,676076511,795
992,433602840,986
992,-1175063264,988
991,-1358172271,977
991,1986771996,984
990,-1400541290,894
990,1704395407,4
990,-2074346834,76
989,2082837612,200
989,-954049687,972
988,1969105186,988
986,-1568892877,986
986,1639995891,736
985,-416086383,977
985,341875845,976
985,-1431946333,900
984,1049827643,712
980,695715499,799
980,870972525,926
980,1572153890,166
978,2094359250,784
978,-1937368235,654
978,2136334119,866
978,-1681066897,584
978,931151675,394
978,1780292866,978
978,-303604375,978
976,260371450,768
976,-1660506331,966
975,-1885068134,946
975,1196869814,96
974,-1771478288,974
974,336971854,2
973,-1948134237,532
973,1190983994,498
973,964347969,962
973,1043530293,864
972,130533872,972
970,-112973190,970
970,-1817225536,947
970,-1979953949,6
970,-2141899517,964
969,-1192241900,913
969,-830240883,2
968,-1421294102,960
968,-1183731707,964
968,-1434170814,3
967,-273275463,965
966,-1309144659,958
965,2022454156,955
965,2127313916,2
964,-1063100225,964
964,439234567,922
963,1852301624,963
963,645287746,600
961,-866790697,936
959,-504035452,129
959,1253055729,56
959,1791329399,698
959,-542873551,864
959,-479819548,36
958,1328680561,958
958,-182892604,920
958,697541334,536
957,1260713542,73
957,1910655630,782
957,2068806806,9
957,1099654750,948
956,-1744997446,954
956,-1046505063,928
955,201840846,941
955,-475544904,10
954,303625359,918
952,290496117,112
952,607606770,952
952,-1180621276,952
952,-1422575842,926
952,753055480,920
952,1492689037,802
951,-528986393,676
951,1265007473,859
951,-2072571037,901
951,1335840678,6
951,-1909395490,2
950,-664688888,948
950,1620220459,16
950,-1532028080,888
949,-165655367,751
948,-545605227,841
948,1284572356,918
948,1310711195,104
948,376639013,946
948,-21126569,70
948,-362066345,30
946,399991466,916
946,1368000589,942
946,-1521827743,2
944,-1569686728,939
944,1408306490,675
943,-1960529930,4
943,1073451062,932
943,383953696,937
942,189070377,912
942,703116498,936
940,-1403942829,878
939,-917367599,831
939,14963120,205
939,587877849,923
939,2095317185,26
938,109531759,242
938,-371154255,932
938,609456357,172
938,1951582711,686
938,2131342269,485
937,1636242649,5
937,-1554720769,898
936,2127934295,893
936,-1315084327,17
936,1186477773,802
935,1494837712,917
935,1383488629,927
935,2142569178,41
935,422647213,20
935,-870082636,4
935,-1706136007,8
934,1142417251,909
934,-1794221377,929
933,1451838759,327
933,-640610875,23
933,-287535715,904
932,-1821143736,922
931,-1131528348,907
931,1333695161,906
931,-348594347,913
930,-464663873,711
930,278587428,4
930,952270868,30
930,167784148,916
930,-1247981500,858
929,1455350060,576
929,-694921358,2
928,1192480005,760
927,-832896250,927
926,391076436,762
926,-396072548,800
926,1279571092,918
925,-690300524,923
922,-779637022,914
922,-2121200514,900
922,-1458478612,82
922,-180571463,918
922,1348229138,838
921,618599351,20
920,2040065129,888
918,1837130752,918
916,141885751,896
914,1001996243,37
913,344612649,876
913,-1640665536,900
913,-1310350036,688
913,1999011666,2
913,-666441372,16
913,-1919065013,901
912,82333207,912
912,1532411760,653
911,-1340856065,777
911,1593417171,4
910,1845871576,6
910,1325820496,289
909,-213650870,880
909,1314853885,905
908,-1535449151,884
907,239599593,4
907,-990138495,562
905,1097127489,902
905,1273582235,902
904,1782888543,894
903,1999331880,856
902,1439280265,875
902,782148733,874
902,-642351755,700
901,1257455234,889
900,932376430,540
900,-2143921837,856
900,-39965701,818
900,80586865,638
899,-1829931322,688
898,-264779901,798
898,1909848209,792
898,-907176407,894
898,789462751,2
896,743477625,892
895,-69249621,570
894,1049642816,854
892,1047748827,2
892,730272402,754
892,-2112362169,851
891,438863744,584
891,-1734320110,9
891,1462181183,891
891,1665570859,239
891,-563307290,882
890,2120093906,6
890,997745178,836
890,849127502,4
890,1170537434,20
890,1539461022,870
889,1536559997,876
889,-2119155113,871
889,2017773623,626
889,-861618475,4
888,-99107065,2
887,-347027221,829
886,-694307857,764
886,-1526614562,847
886,894910997,884
886,-128353505,6
886,-1046366433,4
885,-1747004234,4
884,845889765,507
884,865648413,866
884,-1896169766,22
883,-552241230,712
883,1634203211,881
882,-820902798,882
880,1132938853,878
880,1341602469,2
880,-611143769,220
879,-1568462387,875
879,2139035586,868
879,1111651841,615
879,-485516623,14
878,-1181129703,870
878,-162357239,742
878,-128794865,832
878,-2050079407,3
878,1625227603,4
876,-508436876,872
876,-139431383,838
876,905935841,16
875,-1956307470,875
875,431362135,6
875,1323379857,865
875,-1705483648,864
875,-400522137,843
874,1005645471,867
874,-41242674,602
873,-289460177,871
873,916615235,2
873,728733333,44
872,983113087,802
872,-177825341,864
872,510403027,830
872,1525933527,16
872,-99150916,762
871,169898618,836
871,346350833,2
871,222451161,867
870,-1751484083,870
870,-1788404613,838
870,1454957677,786
869,-831497687,867
868,-90863834,6
868,382472304,836
867,-1103306821,124
867,557285955,841
867,255472947,20
866,-1100018797,752
866,-546060189,866
866,1302229267,2
865,693939145,6
865,-1722961743,675
865,2062913809,184
864,-1859913505,864
864,-2032167515,2
863,-463963645,848
862,-148430834,529
862,1327225008,51
861,-1252262842,259
861,-614048218,572
861,-831046730,844
860,1257543023,837
860,1252823300,110
859,-215986913,859
859,-1037967430,148
858,169081821,765
858,140518573,8
858,-1258728693,724
857,-1852773944,855
856,721794926,856
856,-1454749908,729
855,1776236633,845
855,-1799378422,708
855,353504471,849
854,1409243765,708
854,-2066914449,840
853,-895533752,566
853,-618002836,842
852,310627024,363
852,1616126196,682
852,2128575376,4
852,940075364,44
852,1179831600,852
851,-263996371,822
851,-1579539592,2
851,664601670,754
850,1286187202,515
849,-232895950,106
849,1445610201,20
849,1218766307,24
848,284213836,54
847,-1406936155,822
846,1159619918,20
846,123782397,823
846,-271740035,6
846,-1548456,802
846,1636467712,836
846,-1590484531,20
843,1479384178,756
843,1384532232,7
843,-1723843154,822
841,-1765974820,836
841,-1038709975,818
841,2051542917,8
841,-1867031221,15
841,-804217197,2
841,1776967103,816
840,521815201,820
840,1484206313,2
840,546992785,836
840,618030441,832
840,-1213776791,6
839,-1634287897,831
839,1921567966,741
838,1289378775,828
837,-1577755434,609
837,-809271061,568
837,-1869234562,86
837,105359359,192
836,-1328644031,16
836,-1567785919,834
836,-718166533,832
836,-663174893,72
836,-1848722509,733
835,714602760,567
835,-115491596,780
835,-566066623,827
834,1298440869,828
834,1291373933,811
833,643242055,816
832,-1910910220,828
832,-310885678,828
832,-156332644,826
831,232493081,2
831,1322284535,800
830,481500786,3
830,-1931872334,184
830,1077189578,811
829,-2034075701,43
829,891975133,820
828,1533392745,653
828,1310683698,828
827,1355781606,160
826,1385228482,786
826,341924416,578
826,-101811722,743
825,-898748613,352
825,-1378401013,4
824,-1080812680,796
824,179451311,796
823,-1176050711,821
823,-1383533081,820
822,-999482480,4
822,-336911697,400
822,-870383608,816
821,1630404789,40
821,769438605,12
821,1823532752,785
821,2097448605,753
821,1707318069,6
821,133238416,4
820,245659984,820
820,-969074370,816
819,1665241764,53
819,-265018079,819
818,180353062,513
817,1407165664,640
816,-951539837,814
816,-339787206,814
816,442638278,128
816,-1356061304,4
816,-732239468,808
816,-686301160,680
816,-1911985974,736
815,823580906,18
815,-144400236,780
814,-671769858,2
814,202750192,805
813,2133218404,804
812,388727047,788
812,-2141754028,750
812,1519844614,812
812,895292779,764
811,-1058473635,791
811,1723970332,799
811,660137048,2
811,-837370827,8
811,1457018512,2
810,-557475649,36
810,-1183792955,802
810,695524710,198
810,1595178728,810
810,969276102,568
808,-870619742,772
808,-1716645446,2
807,127296292,528
807,283087083,792
806,614827347,806
806,-1262668324,806
803,-1819728718,8
803,2054937451,2
802,983012042,788
802,-778828495,742
802,-2011552664,635
801,1380102457,512
800,-1166586987,54
799,2076345324,151
799,-1164232456,298
799,1373537108,277
799,608957895,731
799,1841431095,734
799,1740923662,4
798,652927945,102
798,-951839731,776
798,636932364,788
798,-1121755871,688
797,1638357770,674
797,-298987332,8
797,1012643784,95
796,-386639435,786
795,-362251082,792
794,1599239531,658
794,-902350729,8
794,-546827289,204
792,-523292699,656
792,401237321,788
791,-560904214,540
791,23731341,2
791,714240972,32
791,1491333986,3
791,-1897643387,535
791,-2093640860,788
790,1737965874,20
789,947046360,782
788,-1393510082,778
788,-1510623090,8
788,-1947853054,609
788,1763558124,4
787,299240124,13
787,1960167045,752
787,747082484,584
786,2133591149,782
786,1828042239,2
786,534799429,6
786,805965823,780
785,-213092063,751
785,-305092323,605
785,1057704418,656
784,1151057849,9
783,-165817799,541
783,1781271656,745
783,-1803299498,2
783,-1546364670,620
783,742056316,776
782,-1796194452,234
782,-1404578459,776
782,-413351719,762
782,181160870,782
782,469617461,2
782,-217640408,394
781,-466891071,303
781,-40939199,698
781,-821657689,748
781,-1869060039,314
780,-329300664,20
780,-357514541,780
780,-1318402772,754
779,-1790019970,737
779,915218080,22
779,-212145928,2
778,-232538028,639
778,-1466838667,772
778,828211892,758
776,-1241803782,170
775,1528551918,732
775,738162285,3
774,-1034861214,770
774,-876429268,590
774,183771446,590
773,-876350617,762
773,-205273838,773
771,-790348037,10
771,1477457295,152
771,389679911,4
770,743021140,762
770,-677468994,544
770,665830914,768
770,-227579980,8
770,2042285936,4
769,-1038207048,759
769,1884874446,6
769,2018312247,759
769,2026582371,3
769,78355431,2
768,-1877060737,764
767,-775917423,3
767,-706532895,650
767,129827079,753
767,1237956217,39
767,-1175874535,348
766,-1110465697,754
764,-316406588,764
763,1528919621,554
763,1751468804,738
763,-357859570,612
760,836354827,658
760,436433728,738
760,947982117,638
758,-1241880059,110
758,1484396537,2
758,398365412,738
756,1728622724,752
756,889531052,576
756,-1895650488,544
755,-1255351162,21
755,2072899700,753
754,-1201266706,732
754,-742020207,10
754,-754665071,712
754,-1739525409,737
754,-2095412146,3
754,1253399825,699
753,-1242767648,6
752,-1985532721,9
752,-2109074024,240
752,-1138138797,724
752,1339640395,26
752,546241510,746
